GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Rest of NSW	15-24	Speaks English not well or not at all	0	2010	19
Rest of NSW	15-24	Speaks English not well or not at all	0	2015	48
Rest of NSW	15-24	Speaks English not well or not at all	0	2016	43
Rest of NSW	15-24	Speaks English not well or not at all	0	2017	53
Rest of NSW	15-24	Speaks English not well or not at all	0	2018	120
Rest of NSW	15-24	Speaks English not well or not at all	0	2019	215
Rest of NSW	15-24	Speaks English not well or not at all	0	2020	75
Rest of NSW	15-24	Speaks English not well or not at all	0	2021	28
Rest of NSW	15-24	Speaks English well or very well	0		186
Rest of NSW	15-24	Speaks English well or very well	0	2005	565
Rest of NSW	15-24	Speaks English well or very well	0	2010	1835
Rest of NSW	15-24	Speaks English well or very well	0	2015	2059
Rest of NSW	15-24	Speaks English well or very well	0	2016	752
Rest of NSW	15-24	Speaks English well or very well	0	2017	919
Rest of NSW	15-24	Speaks English well or very well	0	2018	1119
Rest of NSW	15-24	Speaks English well or very well	0	2019	1497
Rest of NSW	15-24	Speaks English well or very well	0	2020	605
Rest of NSW	15-24	Speaks English well or very well	0	2021	123
Rest of NSW	25-34				465
Rest of NSW	25-34			2005	4
Rest of NSW	25-34			2015	8
Rest of NSW	25-34			2016	4
Rest of NSW	25-34			2017	7
Rest of NSW	25-34			2018	8
Rest of NSW	25-34			2019	9
Rest of NSW	25-34			2021	3
Rest of NSW	25-34		0		16
Rest of NSW	25-34		0	2005	4
Rest of NSW	25-34		0	2010	8
Rest of NSW	25-34		0	2015	17
Rest of NSW	25-34		0	2016	11
Rest of NSW	25-34		0	2017	3
Rest of NSW	25-34		0	2018	4
Rest of NSW	25-34		0	2019	13
Rest of NSW	25-34		0	2020	3
Rest of NSW	25-34		0	2021	10
Rest of NSW	25-34		1		423
Rest of NSW	25-34		1	2005	4923
Rest of NSW	25-34		1	2010	2069
Rest of NSW	25-34		1	2015	3188
Rest of NSW	25-34		1	2016	753
Rest of NSW	25-34		1	2017	785
Rest of NSW	25-34		1	2018	846
Rest of NSW	25-34		1	2019	1018
Rest of NSW	25-34		1	2020	486
Rest of NSW	25-34		1	2021	166
Rest of NSW	25-34	Speaks English not well or not at all	0		70
Rest of NSW	25-34	Speaks English not well or not at all	0	2005	88
Rest of NSW	25-34	Speaks English not well or not at all	0	2010	150
Rest of NSW	25-34	Speaks English not well or not at all	0	2015	474
Rest of NSW	25-34	Speaks English not well or not at all	0	2016	238
Rest of NSW	25-34	Speaks English not well or not at all	0	2017	313
Rest of NSW	25-34	Speaks English not well or not at all	0	2018	484
Rest of NSW	25-34	Speaks English not well or not at all	0	2019	696
Rest of NSW	25-34	Speaks English not well or not at all	0	2020	161
Rest of NSW	25-34	Speaks English not well or not at all	0	2021	46
Rest of NSW	25-34	Speaks English well or very well	0		388
Rest of NSW	25-34	Speaks English well or very well	0	2005	1794
Rest of NSW	25-34	Speaks English well or very well	0	2010	3162
Rest of NSW	25-34	Speaks English well or very well	0	2015	7389
Rest of NSW	25-34	Speaks English well or very well	0	2016	2658
Rest of NSW	25-34	Speaks English well or very well	0	2017	3150
Rest of NSW	25-34	Speaks English well or very well	0	2018	3458
Rest of NSW	25-34	Speaks English well or very well	0	2019	3549
Rest of NSW	25-34	Speaks English well or very well	0	2020	1201
Rest of NSW	25-34	Speaks English well or very well	0	2021	391
Rest of NSW	35-44				425
Rest of NSW	35-44			2005	6
Rest of NSW	35-44			2010	5
Rest of NSW	35-44			2015	8
Rest of NSW	35-44			2018	6
Rest of NSW	35-44		0		16
Rest of NSW	35-44		0	2005	12
Rest of NSW	35-44		0	2010	23
Rest of NSW	35-44		0	2015	8
Rest of NSW	35-44		0	2016	4
Rest of NSW	35-44		0	2017	7
Rest of NSW	35-44		0	2018	8
Rest of NSW	35-44		0	2019	5
Rest of NSW	35-44		0	2020	5
Rest of NSW	35-44		0	2021	4
Rest of NSW	35-44		1		524
Rest of NSW	35-44		1	2005	10029
Rest of NSW	35-44		1	2010	4927
Rest of NSW	35-44		1	2015	3222
Rest of NSW	35-44		1	2016	427
Rest of NSW	35-44		1	2017	368
Rest of NSW	35-44		1	2018	394
Rest of NSW	35-44		1	2019	414
Rest of NSW	35-44		1	2020	225
Rest of NSW	35-44		1	2021	100
Rest of NSW	35-44	Speaks English not well or not at all	0		77
Rest of NSW	35-44	Speaks English not well or not at all	0	2005	191
Rest of NSW	35-44	Speaks English not well or not at all	0	2010	507
Rest of NSW	35-44	Speaks English not well or not at all	0	2015	634
Rest of NSW	35-44	Speaks English not well or not at all	0	2016	228
Rest of NSW	35-44	Speaks English not well or not at all	0	2017	247
Rest of NSW	35-44	Speaks English not well or not at all	0	2018	299
Rest of NSW	35-44	Speaks English not well or not at all	0	2019	391
Rest of NSW	35-44	Speaks English not well or not at all	0	2020	107
Rest of NSW	35-44	Speaks English not well or not at all	0	2021	37
Rest of NSW	35-44	Speaks English well or very well	0		304
Rest of NSW	35-44	Speaks English well or very well	0	2005	4382
Rest of NSW	35-44	Speaks English well or very well	0	2010	7801
Rest of NSW	35-44	Speaks English well or very well	0	2015	6708
Rest of NSW	35-44	Speaks English well or very well	0	2016	1426
Rest of NSW	35-44	Speaks English well or very well	0	2017	1318
Rest of NSW	35-44	Speaks English well or very well	0	2018	1373
Rest of NSW	35-44	Speaks English well or very well	0	2019	1377
Rest of NSW	35-44	Speaks English well or very well	0	2020	575
Rest of NSW	35-44	Speaks English well or very well	0	2021	256
Rest of NSW	45-54				306
Rest of NSW	45-54			2005	14
Rest of NSW	45-54			2010	3
Rest of NSW	45-54			2019	4
Rest of NSW	45-54		0		3
Rest of NSW	45-54		0	2005	12
Rest of NSW	45-54		0	2015	5
Rest of NSW	45-54		0	2017	4
Rest of NSW	45-54		0	2018	3
Rest of NSW	45-54		0	2019	7
Rest of NSW	45-54		1		744
Rest of NSW	45-54		1	2005	21950
Rest of NSW	45-54		1	2010	3412
Rest of NSW	45-54		1	2015	1762
Rest of NSW	45-54		1	2016	249
Rest of NSW	45-54		1	2017	179
Rest of NSW	45-54		1	2018	171
Rest of NSW	45-54		1	2019	181
Rest of NSW	45-54		1	2020	131
Rest of NSW	45-54		1	2021	47
Rest of NSW	45-54	Speaks English not well or not at all	0		94
Rest of NSW	45-54	Speaks English not well or not at all	0	2005	575
Rest of NSW	45-54	Speaks English not well or not at all	0	2010	422
Rest of NSW	45-54	Speaks English not well or not at all	0	2015	442
Rest of NSW	45-54	Speaks English not well or not at all	0	2016	119
Rest of NSW	45-54	Speaks English not well or not at all	0	2017	172
Rest of NSW	45-54	Speaks English not well or not at all	0	2018	180
Rest of NSW	45-54	Speaks English not well or not at all	0	2019	292
Rest of NSW	45-54	Speaks English not well or not at all	0	2020	85
Rest of NSW	45-54	Speaks English not well or not at all	0	2021	12
Rest of NSW	45-54	Speaks English well or very well	0		185
Rest of NSW	45-54	Speaks English well or very well	0	2005	7233
Rest of NSW	45-54	Speaks English well or very well	0	2010	3458
Rest of NSW	45-54	Speaks English well or very well	0	2015	2119
Rest of NSW	45-54	Speaks English well or very well	0	2016	369
Rest of NSW	45-54	Speaks English well or very well	0	2017	288
Rest of NSW	45-54	Speaks English well or very well	0	2018	301
Rest of NSW	45-54	Speaks English well or very well	0	2019	303
Rest of NSW	45-54	Speaks English well or very well	0	2020	142
Rest of NSW	45-54	Speaks English well or very well	0	2021	47
Rest of NSW	55-64				185
Rest of NSW	55-64			2005	44
Rest of NSW	55-64			2015	4
Rest of NSW	55-64			2020	3
Rest of NSW	55-64		0		7
Rest of NSW	55-64		0	2005	29
Rest of NSW	55-64		0	2010	6
Rest of NSW	55-64		0	2015	3
Rest of NSW	55-64		0	2018	3
Rest of NSW	55-64		0	2019	5
Rest of NSW	55-64		1		1211
Rest of NSW	55-64		1	2005	37015
Rest of NSW	55-64		1	2010	1703
Rest of NSW	55-64		1	2015	758
Rest of NSW	55-64		1	2016	114
Rest of NSW	55-64		1	2017	103
Rest of NSW	55-64		1	2018	89
Rest of NSW	55-64		1	2019	105
Rest of NSW	55-64		1	2020	86
Rest of NSW	55-64		1	2021	29
Rest of NSW	55-64	Speaks English not well or not at all	0		96
Rest of NSW	55-64	Speaks English not well or not at all	0	2005	1098
Rest of NSW	55-64	Speaks English not well or not at all	0	2010	269
Rest of NSW	55-64	Speaks English not well or not at all	0	2015	345
Rest of NSW	55-64	Speaks English not well or not at all	0	2016	101
Rest of NSW	55-64	Speaks English not well or not at all	0	2017	90
Rest of NSW	55-64	Speaks English not well or not at all	0	2018	110
Rest of NSW	55-64	Speaks English not well or not at all	0	2019	310
Rest of NSW	55-64	Speaks English not well or not at all	0	2020	137
Rest of NSW	55-64	Speaks English not well or not at all	0	2021	3
Rest of NSW	55-64	Speaks English well or very well	0		214
Rest of NSW	55-64	Speaks English well or very well	0	2005	9122
Rest of NSW	55-64	Speaks English well or very well	0	2010	996
Rest of NSW	55-64	Speaks English well or very well	0	2015	458
Rest of NSW	55-64	Speaks English well or very well	0	2016	68
Rest of NSW	55-64	Speaks English well or very well	0	2017	80
Rest of NSW	55-64	Speaks English well or very well	0	2018	66
Rest of NSW	55-64	Speaks English well or very well	0	2019	102
Rest of NSW	55-64	Speaks English well or very well	0	2020	60
Rest of NSW	55-64	Speaks English well or very well	0	2021	16
Rest of NSW	65-74				234
Rest of NSW	65-74			2005	80
Rest of NSW	65-74			2010	5
Rest of NSW	65-74		0		6
Rest of NSW	65-74		0	2005	45
Rest of NSW	65-74		1		1496
Rest of NSW	65-74		1	2005	43648
Rest of NSW	65-74		1	2010	726
Rest of NSW	65-74		1	2015	430
Rest of NSW	65-74		1	2016	76
Rest of NSW	65-74		1	2017	56
Rest of NSW	65-74		1	2018	61
Rest of NSW	65-74		1	2019	105
Rest of NSW	65-74		1	2020	58
Rest of NSW	65-74		1	2021	16
Rest of NSW	65-74	Speaks English not well or not at all	0		80
Rest of NSW	65-74	Speaks English not well or not at all	0	2005	1818
Rest of NSW	65-74	Speaks English not well or not at all	0	2010	148
Rest of NSW	65-74	Speaks English not well or not at all	0	2015	230
Rest of NSW	65-74	Speaks English not well or not at all	0	2016	58
Rest of NSW	65-74	Speaks English not well or not at all	0	2017	54
Rest of NSW	65-74	Speaks English not well or not at all	0	2018	56
Rest of NSW	65-74	Speaks English not well or not at all	0	2019	216
Rest of NSW	65-74	Speaks English not well or not at all	0	2020	71
Rest of NSW	65-74	Speaks English not well or not at all	0	2021	10
Rest of NSW	65-74	Speaks English well or very well	0		221
Rest of NSW	65-74	Speaks English well or very well	0	2005	9292
Rest of NSW	65-74	Speaks English well or very well	0	2010	225
Rest of NSW	65-74	Speaks English well or very well	0	2015	144
Rest of NSW	65-74	Speaks English well or very well	0	2016	24
Rest of NSW	65-74	Speaks English well or very well	0	2017	28
Rest of NSW	65-74	Speaks English well or very well	0	2018	17
Rest of NSW	65-74	Speaks English well or very well	0	2019	65
Rest of NSW	65-74	Speaks English well or very well	0	2020	37
Rest of NSW	65-74	Speaks English well or very well	0	2021	5
Rest of NSW	75-84				345
Rest of NSW	75-84			2005	131
Rest of NSW	75-84		0		21
Rest of NSW	75-84		0	2005	51
Rest of NSW	75-84		1		1261
Rest of NSW	75-84		1	2005	27994
Rest of NSW	75-84		1	2010	377
Rest of NSW	75-84		1	2015	177
Rest of NSW	75-84		1	2016	38
Rest of NSW	75-84		1	2017	26
Rest of NSW	75-84		1	2018	20
Rest of NSW	75-84		1	2019	32
Rest of NSW	75-84		1	2020	28
Rest of NSW	75-84		1	2021	3
Rest of NSW	75-84	Speaks English not well or not at all	0		112
Rest of NSW	75-84	Speaks English not well or not at all	0	2005	2062
Rest of NSW	75-84	Speaks English not well or not at all	0	2010	73
Rest of NSW	75-84	Speaks English not well or not at all	0	2015	62
Rest of NSW	75-84	Speaks English not well or not at all	0	2016	19
Rest of NSW	75-84	Speaks English not well or not at all	0	2017	6
Rest of NSW	75-84	Speaks English not well or not at all	0	2018	16
Rest of NSW	75-84	Speaks English not well or not at all	0	2019	43
Rest of NSW	75-84	Speaks English not well or not at all	0	2020	18
Rest of NSW	75-84	Speaks English well or very well	0		222
Rest of NSW	75-84	Speaks English well or very well	0	2005	6175
Rest of NSW	75-84	Speaks English well or very well	0	2010	62
Rest of NSW	75-84	Speaks English well or very well	0	2015	33
Rest of NSW	75-84	Speaks English well or very well	0	2016	11
Rest of NSW	75-84	Speaks English well or very well	0	2017	11
Rest of NSW	75-84	Speaks English well or very well	0	2018	5
Rest of NSW	75-84	Speaks English well or very well	0	2019	14
Rest of NSW	75-84	Speaks English well or very well	0	2020	11
Rest of NSW	85+				403
Rest of NSW	85+			2005	73
Rest of NSW	85+		0		25
Rest of NSW	85+		0	2005	32
Rest of NSW	85+		1		782
Rest of NSW	85+		1	2005	8119
Rest of NSW	85+		1	2010	71
Rest of NSW	85+		1	2015	29
Rest of NSW	85+		1	2016	10
Rest of NSW	85+		1	2018	4
Rest of NSW	85+		1	2019	14
Rest of NSW	85+		1	2020	7
Rest of NSW	85+		1	2021	3
Rest of NSW	85+	Speaks English not well or not at all	0		166
Rest of NSW	85+	Speaks English not well or not at all	0	2005	1390
Rest of NSW	85+	Speaks English not well or not at all	0	2010	17
Rest of NSW	85+	Speaks English not well or not at all	0	2015	15
Rest of NSW	85+	Speaks English not well or not at all	0	2016	3
Rest of NSW	85+	Speaks English not well or not at all	0	2019	10
Rest of NSW	85+	Speaks English well or very well	0		250
Rest of NSW	85+	Speaks English well or very well	0	2005	2501
Rest of NSW	85+	Speaks English well or very well	0	2010	5
Rest of NSW	85+	Speaks English well or very well	0	2015	6
Rest of NSW	85+	Speaks English well or very well	0	2019	8
No usual address (Vic.)	0-14		1	2010	5
No usual address (Vic.)	0-14		1	2015	3
No usual address (Vic.)	0-14		1	2016	3
No usual address (Vic.)	0-14		1	2021	8
No usual address (Vic.)	0-14	Speaks English not well or not at all	0		3
No usual address (Vic.)	0-14	Speaks English not well or not at all	0	2021	13
No usual address (Vic.)	0-14	Speaks English well or very well	0		4
No usual address (Vic.)	0-14	Speaks English well or very well	0	2015	15
No usual address (Vic.)	0-14	Speaks English well or very well	0	2017	3
No usual address (Vic.)	0-14	Speaks English well or very well	0	2019	3
No usual address (Vic.)	0-14	Speaks English well or very well	0	2021	14
No usual address (Vic.)	15-24		1	2005	6
No usual address (Vic.)	15-24		1	2010	17
No usual address (Vic.)	15-24		1	2015	4
No usual address (Vic.)	15-24		1	2016	3
No usual address (Vic.)	15-24		1	2019	6
No usual address (Vic.)	15-24		1	2021	5
No usual address (Vic.)	15-24	Speaks English not well or not at all	0	2020	3
No usual address (Vic.)	15-24	Speaks English well or very well	0	2005	9
No usual address (Vic.)	15-24	Speaks English well or very well	0	2010	21
No usual address (Vic.)	15-24	Speaks English well or very well	0	2015	14
No usual address (Vic.)	15-24	Speaks English well or very well	0	2016	5
No usual address (Vic.)	15-24	Speaks English well or very well	0	2017	13
No usual address (Vic.)	15-24	Speaks English well or very well	0	2018	13
No usual address (Vic.)	15-24	Speaks English well or very well	0	2019	19
No usual address (Vic.)	15-24	Speaks English well or very well	0	2020	6
No usual address (Vic.)	15-24	Speaks English well or very well	0	2021	4
No usual address (Vic.)	25-34				5
No usual address (Vic.)	25-34		1		3
No usual address (Vic.)	25-34		1	2005	25
No usual address (Vic.)	25-34		1	2010	11
No usual address (Vic.)	25-34		1	2015	15
No usual address (Vic.)	25-34		1	2016	3
No usual address (Vic.)	25-34		1	2017	7
No usual address (Vic.)	25-34		1	2018	15
No usual address (Vic.)	25-34		1	2019	29
No usual address (Vic.)	25-34		1	2020	11
No usual address (Vic.)	25-34		1	2021	15
No usual address (Vic.)	25-34	Speaks English not well or not at all	0		5
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2015	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2016	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2017	6
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2018	3
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2019	8
No usual address (Vic.)	25-34	Speaks English not well or not at all	0	2020	6
No usual address (Vic.)	25-34	Speaks English well or very well	0		10
No usual address (Vic.)	25-34	Speaks English well or very well	0	2005	24
No usual address (Vic.)	25-34	Speaks English well or very well	0	2010	18
No usual address (Vic.)	25-34	Speaks English well or very well	0	2015	33
No usual address (Vic.)	25-34	Speaks English well or very well	0	2016	3
No usual address (Vic.)	25-34	Speaks English well or very well	0	2017	14
No usual address (Vic.)	25-34	Speaks English well or very well	0	2018	31
No usual address (Vic.)	25-34	Speaks English well or very well	0	2019	35
No usual address (Vic.)	25-34	Speaks English well or very well	0	2020	23
No usual address (Vic.)	25-34	Speaks English well or very well	0	2021	14
No usual address (Vic.)	35-44				5
No usual address (Vic.)	35-44		1		3
No usual address (Vic.)	35-44		1	2005	66
No usual address (Vic.)	35-44		1	2010	24
No usual address (Vic.)	35-44		1	2015	13
No usual address (Vic.)	35-44		1	2018	3
No usual address (Vic.)	35-44		1	2019	3
No usual address (Vic.)	35-44		1	2021	7
