GCCSA_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Australian Capital Territory	Chinese	0	1	669
Australian Capital Territory	Chinese	1	0	1364
Australian Capital Territory	Chinese	1	1	1174
Australian Capital Territory	Croatian			33
Australian Capital Territory	Croatian	0	0	3180
Australian Capital Territory	Croatian	0	1	546
Australian Capital Territory	Croatian	1	0	282
Australian Capital Territory	Croatian	1	1	1576
Australian Capital Territory	Dutch			24
Australian Capital Territory	Dutch	0	0	2828
Australian Capital Territory	Dutch	0	1	1274
Australian Capital Territory	Dutch	1	0	835
Australian Capital Territory	Dutch	1	1	2849
Australian Capital Territory	English			647
Australian Capital Territory	English	0	0	25909
Australian Capital Territory	English	0	1	15630
Australian Capital Territory	English	1	0	12292
Australian Capital Territory	English	1	1	90666
Australian Capital Territory	Filipino			26
Australian Capital Territory	Filipino	0	0	6054
Australian Capital Territory	Filipino	0	1	181
Australian Capital Territory	Filipino	1	0	792
Australian Capital Territory	Filipino	1	1	227
Australian Capital Territory	French			10
Australian Capital Territory	French	0	0	1474
Australian Capital Territory	French	0	1	354
Australian Capital Territory	French	1	0	276
Australian Capital Territory	French	1	1	994
Australian Capital Territory	German			81
Australian Capital Territory	German	0	0	5002
Australian Capital Territory	German	0	1	1839
Australian Capital Territory	German	1	0	1426
Australian Capital Territory	German	1	1	10727
Australian Capital Territory	Greek			23
Australian Capital Territory	Greek	0	0	2546
Australian Capital Territory	Greek	0	1	631
Australian Capital Territory	Greek	1	0	342
Australian Capital Territory	Greek	1	1	1984
Australian Capital Territory	Hungarian			5
Australian Capital Territory	Hungarian	0	0	937
Australian Capital Territory	Hungarian	0	1	279
Australian Capital Territory	Hungarian	1	0	193
Australian Capital Territory	Hungarian	1	1	596
Australian Capital Territory	Indian			26
Australian Capital Territory	Indian	0	0	19323
Australian Capital Territory	Indian	0	1	396
Australian Capital Territory	Indian	1	0	347
Australian Capital Territory	Indian	1	1	277
Australian Capital Territory	Irish			210
Australian Capital Territory	Irish	0	0	5863
Australian Capital Territory	Irish	0	1	3971
Australian Capital Territory	Irish	1	0	3047
Australian Capital Territory	Irish	1	1	39525
Australian Capital Territory	Italian			68
Australian Capital Territory	Italian	0	0	5409
Australian Capital Territory	Italian	0	1	1871
Australian Capital Territory	Italian	1	0	975
Australian Capital Territory	Italian	1	1	6889
Australian Capital Territory	Korean			3
Australian Capital Territory	Korean	0	0	3101
Australian Capital Territory	Korean	0	1	58
Australian Capital Territory	Korean	1	0	255
Australian Capital Territory	Korean	1	1	62
Australian Capital Territory	Lebanese	0	0	815
Australian Capital Territory	Lebanese	0	1	268
Australian Capital Territory	Lebanese	1	0	106
Australian Capital Territory	Lebanese	1	1	430
Australian Capital Territory	Macedonian			8
Australian Capital Territory	Macedonian	0	0	904
Australian Capital Territory	Macedonian	0	1	176
Australian Capital Territory	Macedonian	1	0	85
Australian Capital Territory	Macedonian	1	1	289
Australian Capital Territory	Maltese			14
Australian Capital Territory	Maltese	0	0	634
Australian Capital Territory	Maltese	0	1	263
Australian Capital Territory	Maltese	1	0	206
Australian Capital Territory	Maltese	1	1	850
Australian Capital Territory	Maori			8
Australian Capital Territory	Maori	0	0	754
Australian Capital Territory	Maori	0	1	245
Australian Capital Territory	Maori	1	0	185
Australian Capital Territory	Maori	1	1	199
Australian Capital Territory	NZ			11
Australian Capital Territory	NZ	0	0	1271
Australian Capital Territory	NZ	0	1	704
Australian Capital Territory	NZ	1	0	523
Australian Capital Territory	NZ	1	1	372
Australian Capital Territory	(Other)			319
Australian Capital Territory	(Other)	0	0	57729
Australian Capital Territory	(Other)	0	1	5479
Australian Capital Territory	(Other)	1	0	5450
Australian Capital Territory	(Other)	1	1	7173
Australian Capital Territory	Polish			17
Australian Capital Territory	Polish	0	0	2559
Australian Capital Territory	Polish	0	1	529
Australian Capital Territory	Polish	1	0	491
Australian Capital Territory	Polish	1	1	1442
Australian Capital Territory	Russian			13
Australian Capital Territory	Russian	0	0	1211
Australian Capital Territory	Russian	0	1	166
Australian Capital Territory	Russian	1	0	189
Australian Capital Territory	Russian	1	1	422
Australian Capital Territory	Samoan			13
Australian Capital Territory	Samoan	0	0	767
Australian Capital Territory	Samoan	0	1	169
Australian Capital Territory	Samoan	1	0	71
Australian Capital Territory	Samoan	1	1	39
Australian Capital Territory	Scottish			163
Australian Capital Territory	Scottish	0	0	7013
Australian Capital Territory	Scottish	0	1	4256
Australian Capital Territory	Scottish	1	0	3415
Australian Capital Territory	Scottish	1	1	30566
Australian Capital Territory	Serbian			12
Australian Capital Territory	Serbian	0	0	1493
Australian Capital Territory	Serbian	0	1	246
Australian Capital Territory	Serbian	1	0	136
Australian Capital Territory	Serbian	1	1	300
Australian Capital Territory	South African			6
Australian Capital Territory	South African	0	0	1377
Australian Capital Territory	South African	0	1	244
Australian Capital Territory	South African	1	0	234
Australian Capital Territory	South African	1	1	123
Australian Capital Territory	Spanish			27
Australian Capital Territory	Spanish	0	0	2121
Australian Capital Territory	Spanish	0	1	265
Australian Capital Territory	Spanish	1	0	216
Australian Capital Territory	Spanish	1	1	482
Australian Capital Territory	Sri Lankan			8
Australian Capital Territory	Sri Lankan	0	0	1908
Australian Capital Territory	Sri Lankan	0	1	138
Australian Capital Territory	Sri Lankan	1	0	153
Australian Capital Territory	Sri Lankan	1	1	126
Australian Capital Territory	Vietnamese			26
Australian Capital Territory	Vietnamese	0	0	5301
Australian Capital Territory	Vietnamese	0	1	152
Australian Capital Territory	Vietnamese	1	0	330
Australian Capital Territory	Vietnamese	1	1	141
Australian Capital Territory	Welsh			5
Australian Capital Territory	Welsh	0	0	1181
Australian Capital Territory	Welsh	0	1	472
Australian Capital Territory	Welsh	1	0	311
Australian Capital Territory	Welsh	1	1	1659
No usual address (OT)				3
No usual address (OT)	Australian		1	4
No usual address (OT)	English	1	1	4
No usual address (OT)	Irish	1	1	3
No usual address (OT)	(Other)	1	1	5
No usual address (OT)	Scottish	1	1	4
Other Territories				850
Other Territories		0	0	17
Other Territories		0	1	7
Other Territories		1	0	6
Other Territories		1	1	22
Other Territories	Australian			4
Other Territories	Australian		1	814
Other Territories	Australian	0	0	40
Other Territories	Australian	0	1	141
Other Territories	Australian	1	0	121
Other Territories	Australian Aboriginal	0	0	3
Other Territories	Australian Aboriginal	1	0	4
Other Territories	Australian Aboriginal	1	1	146
Other Territories	Chinese	0	0	350
Other Territories	Chinese	0	1	13
Other Territories	Chinese	1	0	10
Other Territories	Chinese	1	1	22
Other Territories	Croatian	0	0	3
Other Territories	Croatian	0	1	3
Other Territories	Croatian	1	1	7
Other Territories	Dutch	0	0	26
Other Territories	Dutch	0	1	5
Other Territories	Dutch	1	0	9
Other Territories	Dutch	1	1	8
Other Territories	English			18
Other Territories	English	0	0	310
Other Territories	English	0	1	86
Other Territories	English	1	0	88
Other Territories	English	1	1	403
Other Territories	Filipino			4
Other Territories	Filipino	0	0	62
Other Territories	Filipino	1	0	9
Other Territories	French	0	0	11
Other Territories	French	0	1	4
Other Territories	French	1	0	4
Other Territories	French	1	1	8
Other Territories	German	0	0	25
Other Territories	German	0	1	11
Other Territories	German	1	0	8
Other Territories	German	1	1	44
Other Territories	Hungarian	0	0	6
Other Territories	Indian	0	0	30
Other Territories	Indian	1	0	4
Other Territories	Irish			4
Other Territories	Irish	0	0	61
Other Territories	Irish	0	1	29
Other Territories	Irish	1	0	16
Other Territories	Irish	1	1	117
Other Territories	Italian	0	0	13
Other Territories	Italian	0	1	6
Other Territories	Italian	1	0	3
Other Territories	Italian	1	1	11
Other Territories	Korean	0	0	6
Other Territories	Lebanese	0	0	3
Other Territories	Maltese	0	0	5
Other Territories	Maltese	0	1	4
Other Territories	Maori	0	0	32
Other Territories	Maori	0	1	10
Other Territories	Maori	1	0	6
Other Territories	Maori	1	1	5
Other Territories	NZ	0	0	85
Other Territories	NZ	0	1	24
Other Territories	NZ	1	0	37
Other Territories	NZ	1	1	5
Other Territories	(Other)			21
Other Territories	(Other)	0	0	409
Other Territories	(Other)	0	1	229
Other Territories	(Other)	1	0	223
Other Territories	(Other)	1	1	699
Other Territories	Polish	0	0	4
Other Territories	Polish	0	1	5
Other Territories	Russian	0	0	4
Other Territories	Russian	1	0	3
Other Territories	Samoan	0	0	6
Other Territories	Scottish			6
Other Territories	Scottish	0	0	93
Other Territories	Scottish	0	1	14
Other Territories	Scottish	1	0	16
Other Territories	Scottish	1	1	136
Other Territories	Serbian	0	0	3
Other Territories	South African	0	0	16
Other Territories	Spanish	0	0	12
Other Territories	Vietnamese	0	0	3
Other Territories	Welsh	0	0	10
Other Territories	Welsh	1	1	9
