SED_NAME21	Religion	Denomination	Sex	persons
Cabramatta	Christianity	Catholic	M	10276
Cabramatta	Christianity	Churches Of Christ	F	10
Cabramatta	Christianity	Churches Of Christ	M	3
Cabramatta	Christianity	Eastern Orthodox	F	1703
Cabramatta	Christianity	Eastern Orthodox	M	1751
Cabramatta	Christianity	Jehovah's Witnesses	F	144
Cabramatta	Christianity	Jehovah's Witnesses	M	100
Cabramatta	Christianity	Latter Day Saints	F	145
Cabramatta	Christianity	Latter Day Saints	M	158
Cabramatta	Christianity	Lutheran	F	23
Cabramatta	Christianity	Lutheran	M	36
Cabramatta	Christianity	Oriental Orthodox	F	203
Cabramatta	Christianity	Oriental Orthodox	M	195
Cabramatta	Christianity	Pentecostal	F	238
Cabramatta	Christianity	Pentecostal	M	210
Cabramatta	Christianity	Presbyterian Reformed	F	160
Cabramatta	Christianity	Presbyterian Reformed	M	137
Cabramatta	Christianity	Protestant (Other)	F	168
Cabramatta	Christianity	Protestant (Other)	M	126
Cabramatta	Christianity	Salvation Army	F	19
Cabramatta	Christianity	Salvation Army	M	12
Cabramatta	Christianity	Seventh Day Adventist	F	89
Cabramatta	Christianity	Seventh Day Adventist	M	93
Cabramatta	Christianity	Uniting Church	F	197
Cabramatta	Christianity	Uniting Church	M	190
Cabramatta	Hinduism		F	214
Cabramatta	Hinduism		M	250
Cabramatta	Islam		F	1538
Cabramatta	Islam		M	1711
Cabramatta	Judaism		F	7
Cabramatta	Judaism		M	13
Cabramatta	No religion		F	6796
Cabramatta	No religion		M	8077
Camden	(Other)		F	3058
Camden	(Other)		M	3304
Camden	(Other)	(Other)	F	256
Camden	(Other)	(Other)	M	218
Camden	(Other)	Australian Aboriginal Traditional	F	4
Camden	(Other)	Other spiritual beliefs	F	74
Camden	(Other)	Other spiritual beliefs	M	44
Camden	(Other)	Secular beliefs	F	98
Camden	(Other)	Secular beliefs	M	113
Camden	(Other)	Sikhism	F	575
Camden	(Other)	Sikhism	M	653
Camden	Buddhism		F	1223
Camden	Buddhism		M	937
Camden	Christianity		F	1990
Camden	Christianity		M	1827
Camden	Christianity	(Other)	F	78
Camden	Christianity	(Other)	M	60
Camden	Christianity	Anglican	F	9548
Camden	Christianity	Anglican	M	8146
Camden	Christianity	Assyrian Apostolic	F	296
Camden	Christianity	Assyrian Apostolic	M	321
Camden	Christianity	Baptist	F	778
Camden	Christianity	Baptist	M	710
Camden	Christianity	Brethren	F	90
Camden	Christianity	Brethren	M	87
Camden	Christianity	Catholic	F	21717
Camden	Christianity	Catholic	M	20345
Camden	Christianity	Churches Of Christ	F	29
Camden	Christianity	Churches Of Christ	M	16
Camden	Christianity	Eastern Orthodox	F	1740
Camden	Christianity	Eastern Orthodox	M	1702
Camden	Christianity	Jehovah's Witnesses	F	242
Camden	Christianity	Jehovah's Witnesses	M	194
Camden	Christianity	Latter Day Saints	F	185
Camden	Christianity	Latter Day Saints	M	219
Camden	Christianity	Lutheran	F	115
Camden	Christianity	Lutheran	M	97
Camden	Christianity	Oriental Orthodox	F	333
Camden	Christianity	Oriental Orthodox	M	362
Camden	Christianity	Pentecostal	F	895
Camden	Christianity	Pentecostal	M	772
Camden	Christianity	Presbyterian Reformed	F	763
Camden	Christianity	Presbyterian Reformed	M	645
Camden	Christianity	Protestant (Other)	F	301
Camden	Christianity	Protestant (Other)	M	264
Camden	Christianity	Salvation Army	F	90
Camden	Christianity	Salvation Army	M	46
Camden	Christianity	Seventh Day Adventist	F	192
Camden	Christianity	Seventh Day Adventist	M	159
Camden	Christianity	Uniting Church	F	962
Camden	Christianity	Uniting Church	M	735
Camden	Hinduism		F	2350
Camden	Hinduism		M	2468
Camden	Islam		F	3443
Camden	Islam		M	3426
Camden	Judaism		F	30
Camden	Judaism		M	37
Camden	No religion		F	15124
Camden	No religion		M	16781
Campbelltown	(Other)		F	3325
Campbelltown	(Other)		M	3350
Campbelltown	(Other)	(Other)	F	219
Campbelltown	(Other)	(Other)	M	168
Campbelltown	(Other)	Australian Aboriginal Traditional	F	10
Campbelltown	(Other)	Australian Aboriginal Traditional	M	7
Campbelltown	(Other)	Other spiritual beliefs	F	70
Campbelltown	(Other)	Other spiritual beliefs	M	50
Campbelltown	(Other)	Secular beliefs	F	65
Campbelltown	(Other)	Secular beliefs	M	106
Campbelltown	(Other)	Sikhism	F	230
Campbelltown	(Other)	Sikhism	M	258
Campbelltown	Buddhism		F	1228
Campbelltown	Buddhism		M	965
Campbelltown	Christianity		F	1449
Campbelltown	Christianity		M	1278
Campbelltown	Christianity	(Other)	F	60
Campbelltown	Christianity	(Other)	M	65
Campbelltown	Christianity	Anglican	F	5636
Campbelltown	Christianity	Anglican	M	4687
Campbelltown	Christianity	Assyrian Apostolic	F	24
Campbelltown	Christianity	Assyrian Apostolic	M	29
Campbelltown	Christianity	Baptist	F	621
Campbelltown	Christianity	Baptist	M	572
Campbelltown	Christianity	Brethren	F	131
Campbelltown	Christianity	Brethren	M	141
Campbelltown	Christianity	Catholic	F	10613
Campbelltown	Christianity	Catholic	M	9545
Campbelltown	Christianity	Churches Of Christ	F	58
Campbelltown	Christianity	Churches Of Christ	M	48
Campbelltown	Christianity	Eastern Orthodox	F	738
Campbelltown	Christianity	Eastern Orthodox	M	704
Campbelltown	Christianity	Jehovah's Witnesses	F	193
Campbelltown	Christianity	Jehovah's Witnesses	M	162
Campbelltown	Christianity	Latter Day Saints	F	406
Campbelltown	Christianity	Latter Day Saints	M	374
Campbelltown	Christianity	Lutheran	F	64
Campbelltown	Christianity	Lutheran	M	57
Campbelltown	Christianity	Oriental Orthodox	F	192
Campbelltown	Christianity	Oriental Orthodox	M	196
Campbelltown	Christianity	Pentecostal	F	677
Campbelltown	Christianity	Pentecostal	M	570
Campbelltown	Christianity	Presbyterian Reformed	F	661
Campbelltown	Christianity	Presbyterian Reformed	M	594
Campbelltown	Christianity	Protestant (Other)	F	232
Campbelltown	Christianity	Protestant (Other)	M	260
Campbelltown	Christianity	Salvation Army	F	84
Campbelltown	Christianity	Salvation Army	M	63
Campbelltown	Christianity	Seventh Day Adventist	F	202
Campbelltown	Christianity	Seventh Day Adventist	M	179
Campbelltown	Christianity	Uniting Church	F	631
Campbelltown	Christianity	Uniting Church	M	512
Campbelltown	Hinduism		F	1283
Campbelltown	Hinduism		M	1288
Campbelltown	Islam		F	3382
Campbelltown	Islam		M	3519
Campbelltown	Judaism		F	12
Campbelltown	Judaism		M	24
Campbelltown	No religion		F	10292
Campbelltown	No religion		M	11313
Canterbury	(Other)		F	3511
Canterbury	(Other)		M	3632
Canterbury	(Other)	(Other)	F	145
Canterbury	(Other)	(Other)	M	152
Canterbury	(Other)	Australian Aboriginal Traditional	F	4
Canterbury	(Other)	Australian Aboriginal Traditional	M	3
Canterbury	(Other)	Other spiritual beliefs	F	87
Canterbury	(Other)	Other spiritual beliefs	M	46
Canterbury	(Other)	Secular beliefs	F	95
Canterbury	(Other)	Secular beliefs	M	121
Canterbury	(Other)	Sikhism	F	112
Canterbury	(Other)	Sikhism	M	126
Canterbury	Buddhism		F	3179
Canterbury	Buddhism		M	2688
Canterbury	Christianity		F	1185
Canterbury	Christianity		M	1030
Canterbury	Christianity	(Other)	F	18
Canterbury	Christianity	(Other)	M	15
Canterbury	Christianity	Anglican	F	1479
Canterbury	Christianity	Anglican	M	1322
Canterbury	Christianity	Assyrian Apostolic	F	6
Canterbury	Christianity	Assyrian Apostolic	M	8
Canterbury	Christianity	Baptist	F	388
Canterbury	Christianity	Baptist	M	327
Canterbury	Christianity	Brethren	F	3
Canterbury	Christianity	Brethren	M	3
Canterbury	Christianity	Catholic	F	11583
Canterbury	Christianity	Catholic	M	10778
Canterbury	Christianity	Churches Of Christ	F	13
Canterbury	Christianity	Churches Of Christ	M	14
Canterbury	Christianity	Eastern Orthodox	F	6876
Canterbury	Christianity	Eastern Orthodox	M	6631
Canterbury	Christianity	Jehovah's Witnesses	F	151
Canterbury	Christianity	Jehovah's Witnesses	M	118
Canterbury	Christianity	Latter Day Saints	F	47
Canterbury	Christianity	Latter Day Saints	M	45
Canterbury	Christianity	Lutheran	F	53
Canterbury	Christianity	Lutheran	M	25
Canterbury	Christianity	Oriental Orthodox	F	253
Canterbury	Christianity	Oriental Orthodox	M	243
Canterbury	Christianity	Pentecostal	F	270
Canterbury	Christianity	Pentecostal	M	245
Canterbury	Christianity	Presbyterian Reformed	F	571
Canterbury	Christianity	Presbyterian Reformed	M	494
Canterbury	Christianity	Protestant (Other)	F	197
Canterbury	Christianity	Protestant (Other)	M	165
Canterbury	Christianity	Salvation Army	F	49
Canterbury	Christianity	Salvation Army	M	34
Canterbury	Christianity	Seventh Day Adventist	F	71
Canterbury	Christianity	Seventh Day Adventist	M	56
Canterbury	Christianity	Uniting Church	F	511
Canterbury	Christianity	Uniting Church	M	409
Canterbury	Hinduism		F	1788
Canterbury	Hinduism		M	2246
Canterbury	Islam		F	3164
Canterbury	Islam		M	3590
Canterbury	Judaism		F	65
Canterbury	Judaism		M	56
Canterbury	No religion		F	11069
Canterbury	No religion		M	12508
Castle Hill	(Other)		F	1897
Castle Hill	(Other)		M	2063
Castle Hill	(Other)	(Other)	F	361
Castle Hill	(Other)	(Other)	M	330
Castle Hill	(Other)	Other spiritual beliefs	F	47
Castle Hill	(Other)	Other spiritual beliefs	M	36
Castle Hill	(Other)	Secular beliefs	F	117
Castle Hill	(Other)	Secular beliefs	M	116
Castle Hill	(Other)	Sikhism	F	794
Castle Hill	(Other)	Sikhism	M	824
Castle Hill	Buddhism		F	1696
Castle Hill	Buddhism		M	1301
Castle Hill	Christianity		F	1538
Castle Hill	Christianity		M	1418
Castle Hill	Christianity	(Other)	F	57
Castle Hill	Christianity	(Other)	M	44
Castle Hill	Christianity	Anglican	F	6104
Castle Hill	Christianity	Anglican	M	5227
Castle Hill	Christianity	Assyrian Apostolic	F	27
Castle Hill	Christianity	Assyrian Apostolic	M	20
Castle Hill	Christianity	Baptist	F	855
Castle Hill	Christianity	Baptist	M	751
Castle Hill	Christianity	Brethren	F	136
Castle Hill	Christianity	Brethren	M	144
Castle Hill	Christianity	Catholic	F	14437
Castle Hill	Christianity	Catholic	M	13376
Castle Hill	Christianity	Churches Of Christ	F	74
Castle Hill	Christianity	Churches Of Christ	M	62
Castle Hill	Christianity	Eastern Orthodox	F	897
Castle Hill	Christianity	Eastern Orthodox	M	887
Castle Hill	Christianity	Jehovah's Witnesses	F	138
Castle Hill	Christianity	Jehovah's Witnesses	M	119
Castle Hill	Christianity	Latter Day Saints	F	178
Castle Hill	Christianity	Latter Day Saints	M	151
Castle Hill	Christianity	Lutheran	F	92
Castle Hill	Christianity	Lutheran	M	70
Castle Hill	Christianity	Oriental Orthodox	F	364
Castle Hill	Christianity	Oriental Orthodox	M	355
Castle Hill	Christianity	Pentecostal	F	1250
Castle Hill	Christianity	Pentecostal	M	1060
Castle Hill	Christianity	Presbyterian Reformed	F	1040
Castle Hill	Christianity	Presbyterian Reformed	M	981
Castle Hill	Christianity	Protestant (Other)	F	264
Castle Hill	Christianity	Protestant (Other)	M	251
Castle Hill	Christianity	Salvation Army	F	45
Castle Hill	Christianity	Salvation Army	M	48
Castle Hill	Christianity	Seventh Day Adventist	F	297
Castle Hill	Christianity	Seventh Day Adventist	M	242
Castle Hill	Christianity	Uniting Church	F	1029
Castle Hill	Christianity	Uniting Church	M	888
Castle Hill	Hinduism		F	3899
Castle Hill	Hinduism		M	3890
Castle Hill	Islam		F	2678
Castle Hill	Islam		M	2662
Castle Hill	Judaism		F	51
Castle Hill	Judaism		M	51
Castle Hill	No religion		F	12368
Castle Hill	No religion		M	13807
Cessnock	(Other)		F	2528
Cessnock	(Other)		M	4108
Cessnock	(Other)	(Other)	F	141
Cessnock	(Other)	(Other)	M	74
Cessnock	(Other)	Australian Aboriginal Traditional	F	14
Cessnock	(Other)	Australian Aboriginal Traditional	M	9
Cessnock	(Other)	Other spiritual beliefs	F	79
Cessnock	(Other)	Other spiritual beliefs	M	56
Cessnock	(Other)	Secular beliefs	F	107
Cessnock	(Other)	Secular beliefs	M	138
Cessnock	(Other)	Sikhism	F	51
Cessnock	(Other)	Sikhism	M	61
Cessnock	Buddhism		F	374
Cessnock	Buddhism		M	210
Cessnock	Christianity		F	870
Cessnock	Christianity		M	758
Cessnock	Christianity	(Other)	F	33
Cessnock	Christianity	(Other)	M	34
Cessnock	Christianity	Anglican	F	8739
Cessnock	Christianity	Anglican	M	7382
Cessnock	Christianity	Baptist	F	560
Cessnock	Christianity	Baptist	M	508
Cessnock	Christianity	Brethren	F	39
Cessnock	Christianity	Brethren	M	36
Cessnock	Christianity	Catholic	F	8241
Cessnock	Christianity	Catholic	M	7341
Cessnock	Christianity	Churches Of Christ	F	32
Cessnock	Christianity	Churches Of Christ	M	19
Cessnock	Christianity	Eastern Orthodox	F	154
Cessnock	Christianity	Eastern Orthodox	M	156
Cessnock	Christianity	Jehovah's Witnesses	F	171
Cessnock	Christianity	Jehovah's Witnesses	M	121
Cessnock	Christianity	Latter Day Saints	F	90
Cessnock	Christianity	Latter Day Saints	M	76
Cessnock	Christianity	Lutheran	F	74
Cessnock	Christianity	Lutheran	M	44
Cessnock	Christianity	Oriental Orthodox	F	12
Cessnock	Christianity	Oriental Orthodox	M	24
Cessnock	Christianity	Pentecostal	F	346
Cessnock	Christianity	Pentecostal	M	318
Cessnock	Christianity	Presbyterian Reformed	F	1045
Cessnock	Christianity	Presbyterian Reformed	M	900
Cessnock	Christianity	Protestant (Other)	F	241
Cessnock	Christianity	Protestant (Other)	M	192
Cessnock	Christianity	Salvation Army	F	163
Cessnock	Christianity	Salvation Army	M	120
Cessnock	Christianity	Seventh Day Adventist	F	254
Cessnock	Christianity	Seventh Day Adventist	M	210
Cessnock	Christianity	Uniting Church	F	1866
Cessnock	Christianity	Uniting Church	M	1375
Cessnock	Hinduism		F	266
Cessnock	Hinduism		M	297
Cessnock	Islam		F	179
Cessnock	Islam		M	191
Cessnock	Judaism		F	17
Cessnock	Judaism		M	9
Cessnock	No religion		F	17271
Cessnock	No religion		M	19043
Charlestown	(Other)		F	1837
Charlestown	(Other)		M	1967
Charlestown	(Other)	(Other)	F	122
Charlestown	(Other)	(Other)	M	64
Charlestown	(Other)	Australian Aboriginal Traditional	F	12
Charlestown	(Other)	Australian Aboriginal Traditional	M	4
Charlestown	(Other)	Other spiritual beliefs	F	92
Charlestown	(Other)	Other spiritual beliefs	M	56
Charlestown	(Other)	Secular beliefs	F	113
Charlestown	(Other)	Secular beliefs	M	161
Charlestown	(Other)	Sikhism	F	48
Charlestown	(Other)	Sikhism	M	63
Charlestown	Buddhism		F	346
Charlestown	Buddhism		M	238
Charlestown	Christianity		F	960
Charlestown	Christianity		M	832
Charlestown	Christianity	(Other)	F	47
Charlestown	Christianity	(Other)	M	32
Charlestown	Christianity	Anglican	F	5918
Charlestown	Christianity	Anglican	M	4861
Charlestown	Christianity	Baptist	F	642
Charlestown	Christianity	Baptist	M	558
Charlestown	Christianity	Brethren	F	16
Charlestown	Christianity	Brethren	M	19
Charlestown	Christianity	Catholic	F	8025
Charlestown	Christianity	Catholic	M	6676
Charlestown	Christianity	Churches Of Christ	F	26
Charlestown	Christianity	Churches Of Christ	M	20
Charlestown	Christianity	Eastern Orthodox	F	479
Charlestown	Christianity	Eastern Orthodox	M	480
Charlestown	Christianity	Jehovah's Witnesses	F	120
Charlestown	Christianity	Jehovah's Witnesses	M	104
Charlestown	Christianity	Latter Day Saints	F	71
Charlestown	Christianity	Latter Day Saints	M	61
Charlestown	Christianity	Lutheran	F	78
Charlestown	Christianity	Lutheran	M	54
Charlestown	Christianity	Oriental Orthodox	F	13
Charlestown	Christianity	Oriental Orthodox	M	14
Charlestown	Christianity	Pentecostal	F	536
Charlestown	Christianity	Pentecostal	M	472
Charlestown	Christianity	Presbyterian Reformed	F	905
Charlestown	Christianity	Presbyterian Reformed	M	704
Charlestown	Christianity	Protestant (Other)	F	201
Charlestown	Christianity	Protestant (Other)	M	172
Charlestown	Christianity	Salvation Army	F	88
Charlestown	Christianity	Salvation Army	M	67
Charlestown	Christianity	Seventh Day Adventist	F	128
Charlestown	Christianity	Seventh Day Adventist	M	104
Charlestown	Christianity	Uniting Church	F	1750
Charlestown	Christianity	Uniting Church	M	1144
Charlestown	Hinduism		F	210
Charlestown	Hinduism		M	246
Charlestown	Islam		F	135
Charlestown	Islam		M	142
Charlestown	Judaism		F	31
Charlestown	Judaism		M	22
Charlestown	No religion		F	16096
Charlestown	No religion		M	17643
Clarence	(Other)		F	3609
Clarence	(Other)		M	4711
Clarence	(Other)	(Other)	F	153
Clarence	(Other)	(Other)	M	103
Clarence	(Other)	Australian Aboriginal Traditional	F	15
Clarence	(Other)	Australian Aboriginal Traditional	M	16
Clarence	(Other)	Other spiritual beliefs	F	79
Clarence	(Other)	Other spiritual beliefs	M	49
Clarence	(Other)	Secular beliefs	F	88
Clarence	(Other)	Secular beliefs	M	106
Clarence	(Other)	Sikhism	F	53
Clarence	(Other)	Sikhism	M	48
Clarence	Buddhism		F	304
Clarence	Buddhism		M	177
Clarence	Christianity		F	858
Clarence	Christianity		M	739
Clarence	Christianity	(Other)	F	54
Clarence	Christianity	(Other)	M	48
Clarence	Christianity	Anglican	F	7807
Clarence	Christianity	Anglican	M	6844
Clarence	Christianity	Baptist	F	474
Clarence	Christianity	Baptist	M	432
Clarence	Christianity	Brethren	F	4
Clarence	Christianity	Brethren	M	8
Clarence	Christianity	Catholic	F	7582
Clarence	Christianity	Catholic	M	6642
Clarence	Christianity	Churches Of Christ	F	7
Clarence	Christianity	Churches Of Christ	M	9
Clarence	Christianity	Eastern Orthodox	F	61
Clarence	Christianity	Eastern Orthodox	M	51
Clarence	Christianity	Jehovah's Witnesses	F	236
Clarence	Christianity	Jehovah's Witnesses	M	208
Clarence	Christianity	Latter Day Saints	F	35
Clarence	Christianity	Latter Day Saints	M	29
Clarence	Christianity	Lutheran	F	71
Clarence	Christianity	Lutheran	M	57
Clarence	Christianity	Oriental Orthodox	F	3
Clarence	Christianity	Oriental Orthodox	M	4
Clarence	Christianity	Pentecostal	F	338
Clarence	Christianity	Pentecostal	M	216
Clarence	Christianity	Presbyterian Reformed	F	1874
Clarence	Christianity	Presbyterian Reformed	M	1687
Clarence	Christianity	Protestant (Other)	F	82
Clarence	Christianity	Protestant (Other)	M	81
Clarence	Christianity	Salvation Army	F	134
Clarence	Christianity	Salvation Army	M	121
Clarence	Christianity	Seventh Day Adventist	F	140
Clarence	Christianity	Seventh Day Adventist	M	93
Clarence	Christianity	Uniting Church	F	1301
Clarence	Christianity	Uniting Church	M	1046
Clarence	Hinduism		F	77
Clarence	Hinduism		M	74
Clarence	Islam		F	55
Clarence	Islam		M	51
Clarence	Judaism		F	18
Clarence	Judaism		M	16
Clarence	No religion		F	13490
Clarence	No religion		M	15009
Coffs Harbour	(Other)		F	3035
Coffs Harbour	(Other)		M	3077
Coffs Harbour	(Other)	(Other)	F	425
Coffs Harbour	(Other)	(Other)	M	330
Coffs Harbour	(Other)	Australian Aboriginal Traditional	F	16
Coffs Harbour	(Other)	Australian Aboriginal Traditional	M	17
Coffs Harbour	(Other)	Other spiritual beliefs	F	128
Coffs Harbour	(Other)	Other spiritual beliefs	M	68
Coffs Harbour	(Other)	Secular beliefs	F	108
Coffs Harbour	(Other)	Secular beliefs	M	136
Coffs Harbour	(Other)	Sikhism	F	896
Coffs Harbour	(Other)	Sikhism	M	952
Coffs Harbour	Buddhism		F	489
Coffs Harbour	Buddhism		M	337
Coffs Harbour	Christianity		F	1092
Coffs Harbour	Christianity		M	816
Coffs Harbour	Christianity	(Other)	F	25
Coffs Harbour	Christianity	(Other)	M	17
Coffs Harbour	Christianity	Anglican	F	6176
Coffs Harbour	Christianity	Anglican	M	5125
Coffs Harbour	Christianity	Baptist	F	702
Coffs Harbour	Christianity	Baptist	M	630
Coffs Harbour	Christianity	Brethren	F	9
Coffs Harbour	Christianity	Brethren	M	5
Coffs Harbour	Christianity	Catholic	F	7319
Coffs Harbour	Christianity	Catholic	M	6163
Coffs Harbour	Christianity	Churches Of Christ	F	29
Coffs Harbour	Christianity	Churches Of Christ	M	22
Coffs Harbour	Christianity	Eastern Orthodox	F	88
Coffs Harbour	Christianity	Eastern Orthodox	M	92
Coffs Harbour	Christianity	Jehovah's Witnesses	F	297
Coffs Harbour	Christianity	Jehovah's Witnesses	M	242
Coffs Harbour	Christianity	Latter Day Saints	F	38
Coffs Harbour	Christianity	Latter Day Saints	M	26
Coffs Harbour	Christianity	Lutheran	F	109
Coffs Harbour	Christianity	Lutheran	M	83
Coffs Harbour	Christianity	Oriental Orthodox	F	21
Coffs Harbour	Christianity	Oriental Orthodox	M	18
Coffs Harbour	Christianity	Pentecostal	F	708
Coffs Harbour	Christianity	Pentecostal	M	580
Coffs Harbour	Christianity	Presbyterian Reformed	F	1176
Coffs Harbour	Christianity	Presbyterian Reformed	M	1007
Coffs Harbour	Christianity	Protestant (Other)	F	198
Coffs Harbour	Christianity	Protestant (Other)	M	159
Coffs Harbour	Christianity	Salvation Army	F	98
Coffs Harbour	Christianity	Salvation Army	M	57
Coffs Harbour	Christianity	Seventh Day Adventist	F	147
Coffs Harbour	Christianity	Seventh Day Adventist	M	110
