STE_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Australian Capital Territory	25-34	Speaks English well or very well	0	2010	2907
Australian Capital Territory	25-34	Speaks English well or very well	0	2015	6595
Australian Capital Territory	25-34	Speaks English well or very well	0	2016	2243
Australian Capital Territory	25-34	Speaks English well or very well	0	2017	2818
Australian Capital Territory	25-34	Speaks English well or very well	0	2018	2624
Australian Capital Territory	25-34	Speaks English well or very well	0	2019	1833
Australian Capital Territory	25-34	Speaks English well or very well	0	2020	617
Australian Capital Territory	25-34	Speaks English well or very well	0	2021	107
Australian Capital Territory	35-44				28
Australian Capital Territory	35-44			2015	4
Australian Capital Territory	35-44			2016	3
Australian Capital Territory	35-44			2017	4
Australian Capital Territory	35-44		0	2005	5
Australian Capital Territory	35-44		0	2010	8
Australian Capital Territory	35-44		0	2015	10
Australian Capital Territory	35-44		1		117
Australian Capital Territory	35-44		1	2005	3619
Australian Capital Territory	35-44		1	2010	1128
Australian Capital Territory	35-44		1	2015	870
Australian Capital Territory	35-44		1	2016	136
Australian Capital Territory	35-44		1	2017	106
Australian Capital Territory	35-44		1	2018	113
Australian Capital Territory	35-44		1	2019	127
Australian Capital Territory	35-44		1	2020	80
Australian Capital Territory	35-44		1	2021	47
Australian Capital Territory	35-44	Speaks English not well or not at all	0		35
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2005	121
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2010	291
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2015	342
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2016	76
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2017	103
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2018	91
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2019	89
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2020	33
Australian Capital Territory	35-44	Speaks English not well or not at all	0	2021	5
Australian Capital Territory	35-44	Speaks English well or very well	0		137
Australian Capital Territory	35-44	Speaks English well or very well	0	2005	4672
Australian Capital Territory	35-44	Speaks English well or very well	0	2010	6199
Australian Capital Territory	35-44	Speaks English well or very well	0	2015	4867
Australian Capital Territory	35-44	Speaks English well or very well	0	2016	766
Australian Capital Territory	35-44	Speaks English well or very well	0	2017	758
Australian Capital Territory	35-44	Speaks English well or very well	0	2018	671
Australian Capital Territory	35-44	Speaks English well or very well	0	2019	512
Australian Capital Territory	35-44	Speaks English well or very well	0	2020	257
Australian Capital Territory	35-44	Speaks English well or very well	0	2021	88
Australian Capital Territory	45-54				15
Australian Capital Territory	45-54			2005	5
Australian Capital Territory	45-54			2017	6
Australian Capital Territory	45-54		0		3
Australian Capital Territory	45-54		0	2005	5
Australian Capital Territory	45-54		0	2010	5
Australian Capital Territory	45-54		0	2015	3
Australian Capital Territory	45-54		1		127
Australian Capital Territory	45-54		1	2005	5375
Australian Capital Territory	45-54		1	2010	692
Australian Capital Territory	45-54		1	2015	529
Australian Capital Territory	45-54		1	2016	52
Australian Capital Territory	45-54		1	2017	53
Australian Capital Territory	45-54		1	2018	60
Australian Capital Territory	45-54		1	2019	53
Australian Capital Territory	45-54		1	2020	38
Australian Capital Territory	45-54		1	2021	21
Australian Capital Territory	45-54	Speaks English not well or not at all	0		27
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2005	254
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2010	283
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2015	204
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2016	36
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2017	93
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2018	61
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2019	92
Australian Capital Territory	45-54	Speaks English not well or not at all	0	2020	42
Australian Capital Territory	45-54	Speaks English well or very well	0		82
Australian Capital Territory	45-54	Speaks English well or very well	0	2005	5281
Australian Capital Territory	45-54	Speaks English well or very well	0	2010	2212
Australian Capital Territory	45-54	Speaks English well or very well	0	2015	1266
Australian Capital Territory	45-54	Speaks English well or very well	0	2016	166
Australian Capital Territory	45-54	Speaks English well or very well	0	2017	132
Australian Capital Territory	45-54	Speaks English well or very well	0	2018	113
Australian Capital Territory	45-54	Speaks English well or very well	0	2019	128
Australian Capital Territory	45-54	Speaks English well or very well	0	2020	83
Australian Capital Territory	45-54	Speaks English well or very well	0	2021	32
Australian Capital Territory	55-64				10
Australian Capital Territory	55-64			2005	4
Australian Capital Territory	55-64		0		5
Australian Capital Territory	55-64		0	2005	4
Australian Capital Territory	55-64		1		96
Australian Capital Territory	55-64		1	2005	6937
Australian Capital Territory	55-64		1	2010	301
Australian Capital Territory	55-64		1	2015	173
Australian Capital Territory	55-64		1	2016	19
Australian Capital Territory	55-64		1	2017	22
Australian Capital Territory	55-64		1	2018	22
Australian Capital Territory	55-64		1	2019	20
Australian Capital Territory	55-64		1	2020	25
Australian Capital Territory	55-64		1	2021	8
Australian Capital Territory	55-64	Speaks English not well or not at all	0		54
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2005	526
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2010	207
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2015	237
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2016	54
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2017	47
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2018	65
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2019	172
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2020	77
Australian Capital Territory	55-64	Speaks English not well or not at all	0	2021	11
Australian Capital Territory	55-64	Speaks English well or very well	0		76
Australian Capital Territory	55-64	Speaks English well or very well	0	2005	5115
Australian Capital Territory	55-64	Speaks English well or very well	0	2010	566
Australian Capital Territory	55-64	Speaks English well or very well	0	2015	245
Australian Capital Territory	55-64	Speaks English well or very well	0	2016	27
Australian Capital Territory	55-64	Speaks English well or very well	0	2017	27
Australian Capital Territory	55-64	Speaks English well or very well	0	2018	22
Australian Capital Territory	55-64	Speaks English well or very well	0	2019	45
Australian Capital Territory	55-64	Speaks English well or very well	0	2020	37
Australian Capital Territory	55-64	Speaks English well or very well	0	2021	16
Australian Capital Territory	65-74				13
Australian Capital Territory	65-74			2005	12
Australian Capital Territory	65-74		0		4
Australian Capital Territory	65-74		0	2005	13
Australian Capital Territory	65-74		1		89
Australian Capital Territory	65-74		1	2005	6634
Australian Capital Territory	65-74		1	2010	62
Australian Capital Territory	65-74		1	2015	61
Australian Capital Territory	65-74		1	2016	8
Australian Capital Territory	65-74		1	2018	13
Australian Capital Territory	65-74		1	2019	3
Australian Capital Territory	65-74		1	2020	8
Australian Capital Territory	65-74	Speaks English not well or not at all	0		39
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2005	663
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2010	156
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2015	258
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2016	57
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2017	42
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2018	47
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2019	158
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2020	75
Australian Capital Territory	65-74	Speaks English not well or not at all	0	2021	7
Australian Capital Territory	65-74	Speaks English well or very well	0		59
Australian Capital Territory	65-74	Speaks English well or very well	0	2005	3899
Australian Capital Territory	65-74	Speaks English well or very well	0	2010	112
Australian Capital Territory	65-74	Speaks English well or very well	0	2015	104
Australian Capital Territory	65-74	Speaks English well or very well	0	2016	18
Australian Capital Territory	65-74	Speaks English well or very well	0	2017	18
Australian Capital Territory	65-74	Speaks English well or very well	0	2018	7
Australian Capital Territory	65-74	Speaks English well or very well	0	2019	52
Australian Capital Territory	65-74	Speaks English well or very well	0	2020	35
Australian Capital Territory	65-74	Speaks English well or very well	0	2021	4
Australian Capital Territory	75-84				13
Australian Capital Territory	75-84			2005	21
Australian Capital Territory	75-84		0		3
Australian Capital Territory	75-84		0	2005	10
Australian Capital Territory	75-84		1		100
Australian Capital Territory	75-84		1	2005	4077
Australian Capital Territory	75-84		1	2010	14
Australian Capital Territory	75-84		1	2015	19
Australian Capital Territory	75-84		1	2016	6
Australian Capital Territory	75-84		1	2017	5
Australian Capital Territory	75-84		1	2018	7
Australian Capital Territory	75-84		1	2019	4
Australian Capital Territory	75-84		1	2020	3
Australian Capital Territory	75-84		1	2021	3
Australian Capital Territory	75-84	Speaks English not well or not at all	0		21
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2005	693
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2010	88
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2015	74
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2016	17
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2017	14
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2018	14
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2019	53
Australian Capital Territory	75-84	Speaks English not well or not at all	0	2020	16
Australian Capital Territory	75-84	Speaks English well or very well	0		54
Australian Capital Territory	75-84	Speaks English well or very well	0	2005	2129
Australian Capital Territory	75-84	Speaks English well or very well	0	2010	43
Australian Capital Territory	75-84	Speaks English well or very well	0	2015	29
Australian Capital Territory	75-84	Speaks English well or very well	0	2017	7
Australian Capital Territory	75-84	Speaks English well or very well	0	2018	4
Australian Capital Territory	75-84	Speaks English well or very well	0	2019	10
Australian Capital Territory	75-84	Speaks English well or very well	0	2020	11
Australian Capital Territory	85+				27
Australian Capital Territory	85+			2005	9
Australian Capital Territory	85+		0		4
Australian Capital Territory	85+		1		93
Australian Capital Territory	85+		1	2005	1364
Australian Capital Territory	85+		1	2010	8
Australian Capital Territory	85+		1	2015	5
Australian Capital Territory	85+		1	2016	4
Australian Capital Territory	85+		1	2017	4
Australian Capital Territory	85+	Speaks English not well or not at all	0		31
Australian Capital Territory	85+	Speaks English not well or not at all	0	2005	437
Australian Capital Territory	85+	Speaks English not well or not at all	0	2010	20
Australian Capital Territory	85+	Speaks English not well or not at all	0	2015	6
Australian Capital Territory	85+	Speaks English not well or not at all	0	2018	3
Australian Capital Territory	85+	Speaks English not well or not at all	0	2019	8
Australian Capital Territory	85+	Speaks English well or very well	0		39
Australian Capital Territory	85+	Speaks English well or very well	0	2005	736
Australian Capital Territory	85+	Speaks English well or very well	0	2010	13
Australian Capital Territory	85+	Speaks English well or very well	0	2015	5
Australian Capital Territory	85+	Speaks English well or very well	0	2019	3
Other Territories	0-14		1		7
Other Territories	0-14		1	2015	3
Other Territories	0-14		1	2016	3
Other Territories	0-14		1	2017	6
Other Territories	0-14		1	2020	3
Other Territories	0-14	Speaks English not well or not at all	0	2015	3
Other Territories	0-14	Speaks English not well or not at all	0	2018	3
Other Territories	0-14	Speaks English well or very well	0		5
Other Territories	0-14	Speaks English well or very well	0	2010	6
Other Territories	0-14	Speaks English well or very well	0	2015	8
Other Territories	0-14	Speaks English well or very well	0	2016	7
Other Territories	0-14	Speaks English well or very well	0	2017	5
Other Territories	15-24				20
Other Territories	15-24		1	2005	3
Other Territories	15-24		1	2015	3
Other Territories	15-24		1	2019	3
Other Territories	15-24	Speaks English well or very well	0		7
Other Territories	15-24	Speaks English well or very well	0	2005	6
Other Territories	15-24	Speaks English well or very well	0	2015	11
Other Territories	25-34				103
Other Territories	25-34		1		8
Other Territories	25-34		1	2005	12
Other Territories	25-34		1	2010	8
Other Territories	25-34		1	2015	7
Other Territories	25-34		1	2019	5
Other Territories	25-34		1	2020	3
Other Territories	25-34	Speaks English not well or not at all	0	2015	3
Other Territories	25-34	Speaks English not well or not at all	0	2017	5
Other Territories	25-34	Speaks English well or very well	0		11
Other Territories	25-34	Speaks English well or very well	0	2005	14
Other Territories	25-34	Speaks English well or very well	0	2010	9
Other Territories	25-34	Speaks English well or very well	0	2015	20
Other Territories	25-34	Speaks English well or very well	0	2016	8
Other Territories	25-34	Speaks English well or very well	0	2018	4
Other Territories	25-34	Speaks English well or very well	0	2019	5
Other Territories	25-34	Speaks English well or very well	0	2020	4
Other Territories	35-44				56
Other Territories	35-44		1	2005	15
Other Territories	35-44		1	2010	11
Other Territories	35-44		1	2015	9
Other Territories	35-44		1	2016	8
Other Territories	35-44		1	2020	6
Other Territories	35-44	Speaks English not well or not at all	0	2005	5
Other Territories	35-44	Speaks English not well or not at all	0	2010	6
Other Territories	35-44	Speaks English not well or not at all	0	2015	3
Other Territories	35-44	Speaks English well or very well	0		6
Other Territories	35-44	Speaks English well or very well	0	2005	44
Other Territories	35-44	Speaks English well or very well	0	2010	30
Other Territories	35-44	Speaks English well or very well	0	2015	17
Other Territories	35-44	Speaks English well or very well	0	2016	9
Other Territories	45-54				24
Other Territories	45-54		1	2005	55
Other Territories	45-54		1	2010	12
Other Territories	45-54		1	2015	5
Other Territories	45-54	Speaks English not well or not at all	0	2005	17
Other Territories	45-54	Speaks English not well or not at all	0	2010	4
Other Territories	45-54	Speaks English not well or not at all	0	2015	3
Other Territories	45-54	Speaks English well or very well	0		9
Other Territories	45-54	Speaks English well or very well	0	2005	77
Other Territories	45-54	Speaks English well or very well	0	2010	13
Other Territories	45-54	Speaks English well or very well	0	2015	16
Other Territories	45-54	Speaks English well or very well	0	2016	4
Other Territories	55-64				4
Other Territories	55-64		1		9
Other Territories	55-64		1	2005	98
Other Territories	55-64		1	2010	5
Other Territories	55-64		1	2015	11
Other Territories	55-64	Speaks English not well or not at all	0	2005	31
Other Territories	55-64	Speaks English not well or not at all	0	2010	3
Other Territories	55-64	Speaks English well or very well	0		9
Other Territories	55-64	Speaks English well or very well	0	2005	46
Other Territories	55-64	Speaks English well or very well	0	2010	4
Other Territories	55-64	Speaks English well or very well	0	2015	5
Other Territories	65-74		1		3
Other Territories	65-74		1	2005	79
Other Territories	65-74		1	2015	9
Other Territories	65-74		1	2019	3
Other Territories	65-74		1	2021	3
Other Territories	65-74	Speaks English not well or not at all	0	2005	64
Other Territories	65-74	Speaks English well or very well	0	2005	53
Other Territories	75-84			2005	4
Other Territories	75-84		1		3
Other Territories	75-84		1	2005	46
Other Territories	75-84	Speaks English not well or not at all	0	2005	23
Other Territories	75-84	Speaks English well or very well	0		5
Other Territories	75-84	Speaks English well or very well	0	2005	8
Other Territories	85+		1	2005	10
Other Territories	85+	Speaks English not well or not at all	0	2005	5
